AL	AP	DAL	StartOffset	EndOffset	LAAL	NumChunks	RTF
1889.388	0.341	1889.388	1889.388	42.676	1889.388	1.0	1.023
1894.551	0.342	1894.551	1894.551	47.839	1894.551	1.0	1.026
1967.179	0.213	1967.179	1967.179	-343.932	1967.179	1.0	0.851
1971.498	0.208	1971.498	1971.498	-397.663	1971.498	1.0	0.832
1964.501	0.202	1964.501	1964.501	-462.71	1964.501	1.0	0.809
1961.919	0.218	1961.919	1961.919	-291.142	1961.919	1.0	0.871
1961.437	0.301	1961.437	1961.437	-210.354	1961.437	1.0	0.903
1963.5	0.208	1963.5	1963.5	-394.051	1963.5	1.0	0.833
1963.435	0.111	1963.435	1963.435	-986.225	1963.435	1.0	0.666
1965.217	0.106	1965.217	1965.217	-1135.373	1965.217	1.0	0.634
1961.85	0.217	1961.85	1961.85	-302.821	1961.85	1.0	0.866
1962.546	0.308	1962.546	1962.546	-162.805	1962.546	1.0	0.923
1494.633	0.343	1494.633	1494.633	42.66	1494.633	1.0	1.029
1964.782	0.168	1964.782	1964.782	-381.159	1964.782	1.0	0.838
1968.414	0.177	1968.414	1968.414	-249.817	1968.414	1.0	0.887
1439.435	0.521	1439.435	1439.435	57.122	1439.435	1.0	1.041
1972.129	0.327	1972.129	1972.129	-37.123	1972.129	1.0	0.982
1813.935	0.514	1813.935	1813.935	48.493	1813.935	1.0	1.027
1948.143	0.511	1948.143	1948.143	43.381	1948.143	1.0	1.023
1851.369	0.511	1851.369	1851.369	39.487	1851.369	1.0	1.022
1647.094	0.514	1647.094	1647.094	44.192	1647.094	1.0	1.028
1949.729	0.341	1949.729	1949.729	44.967	1949.729	1.0	1.024
1519.082	0.515	1519.082	1519.082	43.889	1519.082	1.0	1.03
1964.542	0.445	1964.542	1964.542	-242.079	1964.542	1.0	0.89
							
1960.762	0.287	1960.762	1960.762	-315.519	1960.762	1.0	0.861
1889.479	0.341	1889.479	1889.479	42.767	1889.479	1.0	1.023
1777.269	0.342	1777.269	1777.269	46.657	1777.269	1.0	1.027
1796.179	0.512	1796.179	1796.179	42.347	1796.179	1.0	1.024
1669.343	0.513	1669.343	1669.343	43.221	1669.343	1.0	1.027
1961.703	0.311	1961.703	1961.703	-140.429	1961.703	1.0	0.933
1970.086	0.19	1970.086	1970.086	-619.665	1970.086	1.0	0.761
1975.059	0.207	1975.059	1975.059	-405.712	1975.059	1.0	0.83
1971.965	0.464	1971.965	1971.965	-153.386	1971.965	1.0	0.928
1968.387	0.446	1968.387	1968.387	-238.234	1968.387	1.0	0.892
							
1647.279	0.514	1647.279	1647.279	44.376	1647.279	1.0	1.028
1738.089	0.512	1738.089	1738.089	42.307	1738.089	1.0	1.025
1959.357	0.147	1959.357	1959.357	-700.053	1959.357	1.0	0.737
1875.792	0.511	1875.792	1875.792	40.69	1875.792	1.0	1.022
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
1588.292	1.028	1588.292	1588.292	43.44	1588.292	1.0	1.028
1609.775	1.026	1609.775	1609.775	40.297	1609.775	1.0	1.026
1434.281	1.029	1434.281	1434.281	40.358	1434.281	1.0	1.029
1540.974	1.028	1540.974	1540.974	42.561	1540.974	1.0	1.028
1508.662	1.03	1508.662	1508.662	43.673	1508.662	1.0	1.03
1496.53	1.031	1496.53	1496.53	44.557	1496.53	1.0	1.031
1593.298	1.024	1593.298	1593.298	36.835	1593.298	1.0	1.024
							
1455.138	1.027	1455.138	1455.138	37.995	1455.138	1.0	1.027
							
							
1965.02	0.078	1965.02	1965.02	-2250.128	1965.02	1.0	0.466
1845.311	0.513	1845.311	1845.311	45.039	1845.311	1.0	1.025
1964.685	0.231	1964.685	1964.685	-160.667	1964.685	1.0	0.924
1969.116	0.323	1969.116	1969.116	-63.356	1969.116	1.0	0.969
1987.031	0.32	1987.031	1987.031	-80.271	1987.031	1.0	0.961
1962.84	0.31	1962.84	1962.84	-150.902	1962.84	1.0	0.929
1963.331	0.175	1963.331	1963.331	-835.399	1963.331	1.0	0.702
1966.306	0.118	1966.306	1966.306	-1354.873	1966.306	1.0	0.592
1966.259	0.12	1966.259	1966.259	-1320.09	1966.259	1.0	0.598
1969.231	0.184	1969.231	1969.231	-701.79	1969.231	1.0	0.737
1965.004	0.179	1965.004	1965.004	-775.676	1965.004	1.0	0.717
1963.302	0.185	1963.302	1963.302	-696.109	1963.302	1.0	0.738
1961.726	0.177	1961.726	1961.726	-813.784	1961.726	1.0	0.707
1969.358	0.169	1969.358	1969.358	-945.472	1969.358	1.0	0.676
1974.734	0.223	1974.734	1974.734	-243.497	1974.734	1.0	0.89
1963.584	0.126	1963.584	1963.584	-637.777	1963.584	1.0	0.755
1965.542	0.112	1965.542	1965.542	-962.304	1965.542	1.0	0.671
1961.262	0.121	1961.262	1961.262	-744.588	1961.262	1.0	0.725
1600.583	0.514	1600.583	1600.583	44.12	1600.583	1.0	1.028
1962.249	0.097	1962.249	1962.249	-917.751	1962.249	1.0	0.681
1962.515	0.089	1962.515	1962.515	-1184.514	1962.515	1.0	0.624
1963.368	0.089	1963.368	1963.368	-1173.457	1963.368	1.0	0.626
1961.028	0.091	1961.028	1961.028	-1116.342	1961.028	1.0	0.637
1963.382	0.073	1963.382	1963.382	-1392.627	1963.382	1.0	0.585
1973.448	0.073	1973.448	1973.448	-1405.781	1973.448	1.0	0.584
1776.327	0.513	1776.327	1776.327	45.715	1776.327	1.0	1.026
1848.475	0.513	1848.475	1848.475	48.203	1848.475	1.0	1.027
1796.604	0.512	1796.604	1796.604	42.772	1796.604	1.0	1.024
1967.643	0.162	1967.643	1967.643	-459.568	1967.643	1.0	0.811
1941.709	0.342	1941.709	1941.709	48.557	1941.709	1.0	1.026
1977.412	0.288	1977.412	1977.412	-310.479	1977.412	1.0	0.864
1973.669	0.091	1973.669	1973.669	-1649.37	1973.669	1.0	0.545
1969.786	0.057	1969.786	1969.786	-1885.452	1969.786	1.0	0.511
							
1759.754	0.515	1759.754	1759.754	52.362	1759.754	1.0	1.031
1978.94	0.169	1978.94	1978.94	-367.001	1978.94	1.0	0.844
1967.376	0.147	1967.376	1967.376	-715.254	1967.376	1.0	0.733
1609.7	0.517	1609.7	1609.7	53.237	1609.7	1.0	1.034
							
1971.131	0.215	1971.131	1971.131	-316.76	1971.131	1.0	0.862
1691.027	0.513	1691.027	1691.027	41.685	1691.027	1.0	1.025
1800.019	0.513	1800.019	1800.019	46.187	1800.019	1.0	1.026
							
							
1968.287	0.165	1968.287	1968.287	-412.484	1968.287	1.0	0.827
2008.196	0.062	2008.196	2008.196	-2624.911	2008.196	1.0	0.433
1970.785	0.188	1970.785	1970.785	-653.795	1970.785	1.0	0.751
1961.021	0.153	1961.021	1961.021	-605.51	1961.021	1.0	0.764
1964.097	0.089	1964.097	1964.097	-1194.543	1964.097	1.0	0.622
1979.052	0.087	1979.052	1979.052	-1794.916	1979.052	1.0	0.524
1917.01	0.516	1917.01	1917.01	58.688	1917.01	1.0	1.032
1852.802	0.515	1852.802	1852.802	52.53	1852.802	1.0	1.029
1979.111	0.169	1979.111	1979.111	-366.83	1979.111	1.0	0.844
1819.666	0.515	1819.666	1819.666	54.224	1819.666	1.0	1.031
2007.003	0.132	2007.003	2007.003	-1035.537	2007.003	1.0	0.66
1972.564	0.165	1972.564	1972.564	-1011.926	1972.564	1.0	0.661
1969.85	0.329	1969.85	1969.85	-27.792	1969.85	1.0	0.986
1971.262	0.11	1971.262	1971.262	-1024.838	1971.262	1.0	0.658
1971.983	0.306	1971.983	1971.983	-176.588	1971.983	1.0	0.918
1979.669	0.336	1979.669	1979.669	16.857	1979.669	1.0	1.009
1973.714	0.216	1973.714	1973.714	-314.177	1973.714	1.0	0.863
1978.858	0.326	1978.858	1978.858	-42.004	1978.858	1.0	0.979
1972.636	0.214	1972.636	1972.636	-328.271	1972.636	1.0	0.857
1966.982	0.201	1966.982	1966.982	-483.449	1966.982	1.0	0.803
1969.832	0.316	1969.832	1969.832	-109.08	1969.832	1.0	0.948
1998.292	0.31	1998.292	1998.292	-150.28	1998.292	1.0	0.93
1974.396	0.322	1974.396	1974.396	-69.686	1974.396	1.0	0.966
1976.455	0.211	1976.455	1976.455	-369.486	1976.455	1.0	0.842
1971.58	0.303	1971.58	1971.58	-200.211	1971.58	1.0	0.908
1901.313	0.343	1901.313	1901.313	54.601	1901.313	1.0	1.03
1922.327	0.343	1922.327	1922.327	52.395	1922.327	1.0	1.028
1973.337	0.322	1973.337	1973.337	-70.745	1973.337	1.0	0.965
1976.588	0.217	1976.588	1976.588	-299.693	1976.588	1.0	0.868
1971.511	0.189	1971.511	1971.511	-642.865	1971.511	1.0	0.754
							
							
1974.484	0.055	1974.484	1974.484	-1998.259	1974.484	1.0	0.497
1966.601	0.147	1966.601	1966.601	-716.03	1966.601	1.0	0.733
1968.94	0.27	1968.94	1968.94	-458.271	1968.94	1.0	0.811
1968.274	0.33	1968.274	1968.274	-19.164	1968.274	1.0	0.99
1966.53	0.313	1966.53	1966.53	-125.397	1966.53	1.0	0.94
1475.701	0.516	1475.701	1475.701	46.948	1475.701	1.0	1.033
1834.54	0.342	1834.54	1834.54	45.878	1834.54	1.0	1.026
1718.558	0.513	1718.558	1718.558	44.59	1718.558	1.0	1.027
1823.874	0.342	1823.874	1823.874	45.416	1823.874	1.0	1.026
1969.889	0.191	1969.889	1969.889	-608.252	1969.889	1.0	0.764
1967.565	0.044	1967.565	1967.565	-2109.669	1967.565	1.0	0.483
							
1966.767	0.448	1966.767	1966.767	-229.65	1966.767	1.0	0.895
1970.038	0.307	1970.038	1970.038	-166.924	1970.038	1.0	0.922
1969.328	0.078	1969.328	1969.328	-1642.1	1969.328	1.0	0.545
1968.265	0.083	1968.265	1968.265	-1991.463	1968.265	1.0	0.497
1970.235	0.149	1970.235	1970.235	-665.956	1970.235	1.0	0.747
							
1967.361	0.135	1967.361	1967.361	-947.469	1967.361	1.0	0.675
1965.556	0.209	1965.556	1965.556	-380.385	1965.556	1.0	0.838
1967.545	0.199	1967.545	1967.545	-506.106	1967.545	1.0	0.795
1475.908	1.033	1475.908	1475.908	47.155	1475.908	1.0	1.033
1678.39	0.516	1678.39	1678.39	52.267	1678.39	1.0	1.032
1621.102	0.516	1621.102	1621.102	51.623	1621.102	1.0	1.033
1970.581	0.079	1970.581	1970.581	-1571.188	1970.581	1.0	0.556
1977.777	0.204	1977.777	1977.777	-449.434	1977.777	1.0	0.815
1966.966	0.193	1966.966	1966.966	-576.345	1966.966	1.0	0.773
1967.42	0.248	1967.42	1967.42	-680.381	1967.42	1.0	0.743
1970.944	0.224	1970.944	1970.944	-956.902	1970.944	1.0	0.673
1973.247	0.491	1973.247	1973.247	-36.005	1973.247	1.0	0.982
1794.236	0.515	1794.236	1794.236	52.014	1794.236	1.0	1.03
1976.86	0.154	1976.86	1976.86	-589.671	1976.86	1.0	0.77
1969.248	0.137	1969.248	1969.248	-899.142	1969.248	1.0	0.687
1962.6	0.231	1962.6	1962.6	-870.96	1962.6	1.0	0.693
1976.632	0.187	1976.632	1976.632	-671.168	1976.632	1.0	0.747
1968.971	0.291	1968.971	1968.971	-284.09	1968.971	1.0	0.874
1968.716	0.053	1968.716	1968.716	-2652.781	1968.716	1.0	0.426
1969.935	0.041	1969.935	1969.935	-3382.99	1969.935	1.0	0.368
1972.737	0.177	1972.737	1972.737	-814.383	1972.737	1.0	0.708
1966.973	0.179	1966.973	1966.973	-773.707	1966.973	1.0	0.718
1970.503	0.238	1970.503	1970.503	-96.798	1970.503	1.0	0.953
1703.044	0.516	1703.044	1703.044	53.702	1703.044	1.0	1.033
1973.109	0.089	1973.109	1973.109	-1731.199	1973.109	1.0	0.533
1967.093	0.077	1967.093	1967.093	-1702.386	1967.093	1.0	0.536
1971.525	0.115	1971.525	1971.525	-885.255	1971.525	1.0	0.69
							
							
1818.93	0.515	1818.93	1818.93	53.488	1818.93	1.0	1.03
1863.979	0.514	1863.979	1863.979	52.097	1863.979	1.0	1.029
1975.733	0.161	1975.733	1975.733	-68.349	1975.733	1.0	0.967
1973.561	0.141	1973.561	1973.561	-825.169	1973.561	1.0	0.705
775.964	1.027	775.964	775.964	20.59	775.964	1.0	1.027
							
1975.466	0.049	1975.466	1975.466	-2506.711	1975.466	1.0	0.441
							
1974.979	0.089	1974.979	1974.979	-1183.66	1974.979	1.0	0.625
1970.521	0.082	1970.521	1970.521	-1479.774	1970.521	1.0	0.571
1953.261	0.342	1953.261	1953.261	48.499	1953.261	1.0	1.025
1843.287	0.344	1843.287	1843.287	54.625	1843.287	1.0	1.031
1971.937	0.221	1971.937	1971.937	-257.904	1971.937	1.0	0.884
1973.112	0.108	1973.112	1973.112	-1081.038	1973.112	1.0	0.646
1966.461	0.168	1966.461	1966.461	-367.87	1966.461	1.0	0.842
1871.745	0.257	1871.745	1871.745	48.253	1871.745	1.0	1.026
							
1626.821	0.343	1626.821	1626.821	47.139	1626.821	1.0	1.03
							
1995.182	0.239	1995.182	1995.182	-791.938	1995.182	1.0	0.716
1976.648	0.235	1976.648	1976.648	-822.082	1976.648	1.0	0.706
1427.263	1.033	1427.263	1427.263	44.95	1427.263	1.0	1.033
1630.305	0.516	1630.305	1630.305	50.622	1630.305	1.0	1.032
1965.577	0.1	1965.577	1965.577	-844.763	1965.577	1.0	0.699
1971.219	0.06	1971.219	1971.219	-2106.015	1971.219	1.0	0.483
1962.916	0.331	1962.916	1962.916	-11.506	1962.916	1.0	0.994
1965.499	0.277	1965.499	1965.499	-403.662	1965.499	1.0	0.83
1969.123	0.23	1969.123	1969.123	-167.838	1969.123	1.0	0.921
1662.806	0.515	1662.806	1662.806	48.294	1662.806	1.0	1.03
1970.383	0.285	1970.383	1970.383	-330.524	1970.383	1.0	0.856
1970.901	0.062	1970.901	1970.901	-1977.217	1970.901	1.0	0.499
1936.068	0.511	1936.068	1936.068	42.916	1936.068	1.0	1.023
1965.532	0.148	1965.532	1965.532	-693.878	1965.532	1.0	0.739
1964.087	0.139	1964.087	1964.087	-859.269	1964.087	1.0	0.696
1616.347	0.515	1616.347	1616.347	46.869	1616.347	1.0	1.03
1963.006	0.036	1963.006	1963.006	-3529.239	1963.006	1.0	0.357
1682.369	0.514	1682.369	1682.369	44.637	1682.369	1.0	1.027
1967.558	0.284	1967.558	1967.558	-343.553	1967.558	1.0	0.851
1966.855	0.265	1966.855	1966.855	-506.796	1966.855	1.0	0.795
1891.161	0.512	1891.161	1891.161	44.449	1891.161	1.0	1.024
1969.465	0.107	1969.465	1969.465	-1107.905	1969.465	1.0	0.64
1971.219	0.167	1971.219	1971.219	-386.332	1971.219	1.0	0.836
1965.714	0.249	1965.714	1965.714	-8.708	1965.714	1.0	0.996
1965.035	0.312	1965.035	1965.035	-137.097	1965.035	1.0	0.935
1962.765	0.337	1962.765	1962.765	23.173	1962.765	1.0	1.012
1801.282	0.514	1801.282	1801.282	47.45	1801.282	1.0	1.027
1968.574	0.053	1968.574	1968.574	-2676.143	1968.574	1.0	0.424
1969.973	0.137	1969.973	1969.973	-1618.236	1969.973	1.0	0.549
1966.456	0.087	1966.456	1966.456	-1807.512	1966.456	1.0	0.521
1968.244	0.336	1968.244	1968.244	17.042	1968.244	1.0	1.009
1964.533	0.187	1964.533	1964.533	-660.047	1964.533	1.0	0.749
1964.32	0.087	1964.32	1964.32	-1786.428	1964.32	1.0	0.524
1520.489	0.515	1520.489	1520.489	45.296	1520.489	1.0	1.031
1604.428	0.515	1604.428	1604.428	47.965	1604.428	1.0	1.031
1963.216	0.173	1963.216	1963.216	-870.344	1963.216	1.0	0.693
1964.503	0.084	1964.503	1964.503	-1948.785	1964.503	1.0	0.502
1969.934	0.113	1969.934	1969.934	-1502.175	1969.934	1.0	0.567
1973.288	0.061	1973.288	1973.288	-2636.599	1973.288	1.0	0.428
1964.77	0.077	1964.77	1964.77	-2285.207	1964.77	1.0	0.462
1968.041	0.084	1968.041	1968.041	-1956.857	1968.041	1.0	0.501
1966.106	0.061	1966.106	1966.106	-2667.0	1966.106	1.0	0.424
1963.667	0.055	1963.667	1963.667	-3145.449	1963.667	1.0	0.384
1979.962	0.055	1979.962	1979.962	-2515.231	1979.962	1.0	0.44
1964.518	0.486	1964.518	1964.518	-56.344	1964.518	1.0	0.972
1963.856	0.143	1963.856	1963.856	-776.824	1963.856	1.0	0.717
1964.724	0.13	1964.724	1964.724	-1067.611	1964.724	1.0	0.648
1965.626	0.079	1965.626	1965.626	-2191.472	1965.626	1.0	0.473
1966.489	0.216	1966.489	1966.489	-1065.847	1966.489	1.0	0.649
1968.72	0.168	1968.72	1968.72	-969.33	1968.72	1.0	0.67
1968.816	0.117	1968.816	1968.816	-1398.803	1968.816	1.0	0.585
1967.497	0.04	1967.497	1967.497	-2921.029	1967.497	1.0	0.402
1963.039	0.122	1963.039	1963.039	-1253.65	1963.039	1.0	0.61
1961.707	0.255	1961.707	1961.707	-604.824	1961.707	1.0	0.764
							
							
1631.894	0.342	1631.894	1631.894	40.602	1631.894	1.0	1.026
1767.862	0.514	1767.862	1767.862	48.86	1767.862	1.0	1.028
							
							
1960.677	0.208	1960.677	1960.677	-396.874	1960.677	1.0	0.832
1966.995	0.188	1966.995	1966.995	-647.381	1966.995	1.0	0.752
1967.194	0.129	1967.194	1967.194	-1075.345	1967.194	1.0	0.647
1968.034	0.127	1968.034	1968.034	-621.716	1968.034	1.0	0.76
1963.569	0.335	1963.569	1963.569	12.367	1963.569	1.0	1.006
1963.671	0.184	1963.671	1963.671	-707.35	1963.671	1.0	0.735
1964.391	0.145	1964.391	1964.391	-754.475	1964.391	1.0	0.723
							
1830.1	0.341	1830.1	1830.1	41.438	1830.1	1.0	1.023
1960.0	0.32	1960.0	1960.0	-84.082	1960.0	1.0	0.959
1938.888	0.512	1938.888	1938.888	45.736	1938.888	1.0	1.024
1962.464	0.161	1962.464	1962.464	-1080.076	1962.464	1.0	0.645
1964.103	0.241	1964.103	1964.103	-754.763	1964.103	1.0	0.722
1964.068	0.26	1964.068	1964.068	-556.023	1964.068	1.0	0.779
1965.571	0.475	1965.571	1965.571	-101.73	1965.571	1.0	0.951
							
1966.477	0.087	1966.477	1966.477	-1250.213	1966.477	1.0	0.611
1961.517	0.234	1961.517	1961.517	-130.41	1961.517	1.0	0.938
1961.124	0.107	1961.124	1961.124	-1708.355	1961.124	1.0	0.534
1962.081	0.12	1962.081	1962.081	-1312.658	1962.081	1.0	0.599
1961.825	0.12	1961.825	1961.825	-1301.304	1961.825	1.0	0.601
1961.216	0.161	1961.216	1961.216	-1092.934	1961.216	1.0	0.642
1962.654	0.052	1962.654	1962.654	-2264.104	1962.654	1.0	0.464
1968.657	0.234	1968.657	1968.657	-841.683	1968.657	1.0	0.701
1968.566	0.063	1968.566	1968.566	-1944.722	1968.566	1.0	0.503
1965.027	0.074	1965.027	1965.027	-1344.542	1965.027	1.0	0.594
1960.64	0.14	1960.64	1960.64	-1546.299	1960.64	1.0	0.559
1964.132	0.2	1964.132	1964.132	-486.299	1964.132	1.0	0.802
							
1410.299	1.029	1410.299	1410.299	39.596	1410.299	1.0	1.029
1889.581	0.512	1889.581	1889.581	42.869	1889.581	1.0	1.023
1961.596	0.467	1961.596	1961.596	-140.535	1961.596	1.0	0.933
1676.49	0.512	1676.49	1676.49	38.757	1676.49	1.0	1.024
1540.882	0.514	1540.882	1540.882	42.469	1540.882	1.0	1.028
1553.218	0.343	1553.218	1553.218	43.195	1553.218	1.0	1.029
							
1424.297	0.515	1424.297	1424.297	41.984	1424.297	1.0	1.03
1974.519	0.129	1974.519	1974.519	-1079.631	1974.519	1.0	0.647
1969.912	0.045	1969.912	1969.912	-2860.564	1969.912	1.0	0.408
1959.494	0.511	1959.494	1959.494	43.122	1959.494	1.0	1.023
							
1974.154	0.126	1974.154	1974.154	-1162.671	1974.154	1.0	0.629
1971.604	0.138	1971.604	1971.604	-885.176	1971.604	1.0	0.69
1962.442	0.151	1962.442	1962.442	-638.918	1962.442	1.0	0.754
							
1965.206	0.07	1965.206	1965.206	-1541.733	1965.206	1.0	0.56
1967.86	0.058	1967.86	1967.86	-1771.278	1967.86	1.0	0.526
1968.051	0.312	1968.051	1968.051	-134.08	1968.051	1.0	0.936
1655.662	0.513	1655.662	1655.662	41.15	1655.662	1.0	1.025
							
							
1779.478	0.514	1779.478	1779.478	48.866	1779.478	1.0	1.028
1964.209	0.167	1964.209	1964.209	-381.732	1964.209	1.0	0.837
1963.835	0.275	1963.835	1963.835	-416.936	1963.835	1.0	0.825
1963.992	0.328	1963.992	1963.992	-33.65	1963.992	1.0	0.983
1843.262	0.341	1843.262	1843.262	42.99	1843.262	1.0	1.024
1441.229	0.342	1441.229	1441.229	35.696	1441.229	1.0	1.025
							
1794.412	0.512	1794.412	1794.412	40.58	1794.412	1.0	1.023
1618.08	0.512	1618.08	1618.08	38.397	1618.08	1.0	1.024
1965.421	0.168	1965.421	1965.421	-380.52	1965.421	1.0	0.838
							
1971.219	0.084	1971.219	1971.219	-1361.57	1971.219	1.0	0.591
1969.933	0.085	1969.933	1969.933	-1351.246	1969.933	1.0	0.593
1965.532	0.076	1965.532	1965.532	-1750.387	1965.532	1.0	0.529
							
							
							
1961.936	0.309	1961.936	1961.936	-151.806	1961.936	1.0	0.928
1634.944	0.342	1634.944	1634.944	43.651	1634.944	1.0	1.027
1854.434	0.341	1854.434	1854.434	42.552	1854.434	1.0	1.023
1852.541	0.341	1852.541	1852.541	40.659	1852.541	1.0	1.022
1530.838	0.515	1530.838	1530.838	44.035	1530.838	1.0	1.03
1568.734	0.515	1568.734	1568.734	47.102	1568.734	1.0	1.031
							
							
							
							
							
1866.35	0.341	1866.35	1866.35	42.858	1866.35	1.0	1.024
1727.926	0.342	1727.926	1727.926	43.754	1727.926	1.0	1.026
1748.852	0.341	1748.852	1748.852	41.46	1748.852	1.0	1.024
1647.575	0.514	1647.575	1647.575	44.673	1647.575	1.0	1.028
1443.965	0.514	1443.965	1443.965	38.432	1443.965	1.0	1.027
1842.336	0.341	1842.336	1842.336	42.064	1842.336	1.0	1.023
1630.827	0.512	1630.827	1630.827	39.534	1630.827	1.0	1.025
1517.08	0.514	1517.08	1517.08	41.887	1517.08	1.0	1.028
1477.53	0.513	1477.53	1477.53	37.167	1477.53	1.0	1.026
1577.578	0.514	1577.578	1577.578	44.335	1577.578	1.0	1.029
							
1455.46	0.342	1455.46	1455.46	38.317	1455.46	1.0	1.027
1442.819	0.513	1442.819	1442.819	37.286	1442.819	1.0	1.027
							
							
1409.397	0.514	1409.397	1409.397	38.694	1409.397	1.0	1.028
							
1679.917	0.517	1679.917	1679.917	53.795	1679.917	1.0	1.033
							
							
1577.235	1.029	1577.235	1577.235	43.993	1577.235	1.0	1.029
1960.469	0.482	1960.469	1960.469	-72.003	1960.469	1.0	0.965
							
							
							
							
							
1680.638	0.513	1680.638	1680.638	42.906	1680.638	1.0	1.026
1528.897	1.028	1528.897	1528.897	42.094	1528.897	1.0	1.028
							
1650.252	0.522	1650.252	1650.252	70.569	1650.252	1.0	1.045
